,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Gene,Product,Note
BSU01050_rplL,47930,60195,28641,39015,34144,57940,30046,51416,53584,55501,120607,120978,+,chr,BSU01050,rplL,50S ribosomal protein L7/L12,"present in two forms; L12 is normal, while L7 is aminoacylated at the N-terminal serine; the only multicopy ribosomal protein; 4:1 ratio of L7/L12 per ribosome; two L12 dimers bind L10; critically important for translation efficiency and fidelity; stimulates GTPase activity of translation factors"
BSU01060_ybxB,1955,2599,958,1620,1295,2269,1120,1836,1608,2307,121068,121673,+,chr,BSU01060,ybxB,ribosomal RNA methyltransferase,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 17010380; Product type e: enzyme
BSU01070_rpoB,79889,86922,60327,67692,63112,83138,60369,82444,69130,88987,121919,125500,+,chr,BSU01070,rpoB,DNA-directed RNA polymerase subunit beta,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates; beta subunit is part of the catalytic core which binds with a sigma factor to produce the holoenzyme
BSU01080_rpoC,106997,105364,82428,83096,86907,101387,82464,101347,85871,105057,125562,129161,+,chr,BSU01080,rpoC,DNA-directed RNA polymerase subunit beta',DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Subunit beta' binds to sigma factor allowing it to bind to the -10 region of the promoter
BSU01090_ybxF,35828,58094,19795,37734,22918,51169,19902,50852,45996,58259,129340,129588,+,chr,BSU01090,ybxF,ribosomal protein L7Ae-like,in Bacillus subtilis this non-essential protein associates with the ribosome
BSU01100_rpsL,56527,47506,36843,32199,43826,44404,38178,42581,40359,49894,129702,130118,+,chr,BSU01100,rpsL,30S ribosomal protein S12,"interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone; located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side; mutations in the S12 gene confer streptomycin resistance"
BSU01110_rpsG,61412,81175,38043,53564,43202,72077,39127,78048,68229,84426,130160,130630,+,chr,BSU01110,rpsG,30S ribosomal protein S7,binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit
BSU01120_fusA,309113,332624,188919,227066,215834,305232,196380,275466,267481,317806,130684,132762,+,chr,BSU01120,fusA,elongation factor G,EF-G; promotes GTP-dependent translocation of the ribosome during translation; many organisms have multiple copies of this gene
BSU01130_tufA,283040,270236,195637,196888,209983,248525,196249,234329,229941,235641,132882,134072,+,chr,BSU01130,tufA,elongation factor Tu,"EF-Tu; promotes GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis; when the tRNA anticodon matches the mRNA codon, GTP hydrolysis results; the inactive EF-Tu-GDP leaves the ribosome and release of GDP is promoted by elongation factor Ts; many prokaryotes have two copies of the gene encoding EF-Tu"
BSU01140_ybaC,492,491,389,444,450,567,417,530,412,631,134171,135127,+,chr,BSU01140,ybaC,proline iminopeptidase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU01150_rpsJ,27727,32118,15770,22347,20473,29145,16870,27226,24504,32765,135364,135672,+,chr,BSU01150,rpsJ,30S ribosomal protein S10,"NusE; involved in assembly of the 30S subunit; in the ribosome, this protein is involved in the binding of tRNA; in Escherichia coli this protein was also found to be involved in transcription antitermination; NusB/S10 heterodimers bind boxA sequences in the leader RNA of rrn operons which is required for antitermination; binding of NusB/S10 to boxA nucleates assembly of the antitermination complex"
BSU01160_rplC,57538,73097,33495,49606,43184,67013,36046,62774,56329,74646,135712,136341,+,chr,BSU01160,rplC,50S ribosomal protein L3,"binds directly near the 3' end of the 23S rRNA, where it nucleates assembly of the 50S subunit; essential for peptidyltransferase activity; mutations in this gene confer resistance to tiamulin"
BSU01170_rplD,55640,50353,32791,34913,41520,46380,36069,42994,36635,52144,136369,136992,+,chr,BSU01170,rplD,50S ribosomal protein L4,L4 is important during the early stages of 50S assembly; it initially binds near the 5' end of the 23S rRNA
BSU01180_rplW,22879,44280,13048,31417,16245,40097,13736,40181,33468,49058,136992,137279,+,chr,BSU01180,rplW,50S ribosomal protein L23,binds third domain of 23S rRNA and protein L29; part of exit tunnel
BSU01190_rplB,93670,74420,60640,53386,77558,69694,66676,71915,62897,82458,137311,138144,+,chr,BSU01190,rplB,50S ribosomal protein L2,"one of the primary rRNA-binding proteins; required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation"
BSU01200_rpsS,23727,28159,14241,20928,19429,25463,16791,28657,22902,33739,138202,138480,+,chr,BSU01200,rpsS,30S ribosomal protein S19,protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA
BSU01210_rplV,28946,18816,17689,14034,23115,17278,19001,20054,15932,23147,138497,138838,+,chr,BSU01210,rplV,50S ribosomal protein L22,binds specifically to 23S rRNA during the early stages of 50S assembly; makes contact with all 6 domains of the 23S rRNA in the assembled 50S subunit and ribosome; mutations in this gene result in erythromycin resistance; located near peptidyl-transferase center
BSU01220_rpsC,52344,53216,33005,39682,42169,47618,35567,52909,41549,63414,138842,139498,+,chr,BSU01220,rpsC,30S ribosomal protein S3,forms a complex with S10 and S14; binds the lower part of the 30S subunit head and the mRNA in the complete ribosome to position it for translation
BSU01230_rplP,29704,36299,17905,26903,23281,32745,18858,33815,25436,42893,139500,139934,+,chr,BSU01230,rplP,50S ribosomal protein L16,located in the peptidyl transferase center and may be involved in peptidyl transferase activity; similar to archaeal L10e
BSU01240_rpmC,16131,24041,9873,18217,12992,22745,10824,23545,17690,29793,139924,140124,+,chr,BSU01240,rpmC,50S ribosomal protein L29,one of the stabilizing components for the large ribosomal subunit
BSU01250_rpsQ,15706,26068,9284,18991,12300,23573,10414,24439,17400,31533,140147,140410,+,chr,BSU01250,rpsQ,30S ribosomal protein S17,primary binding protein; helps mediate assembly; involved in translation fidelity
BSU01260_rplN,32187,33905,19255,25215,24817,30035,21434,33171,25263,42164,140451,140819,+,chr,BSU01260,rplN,50S ribosomal protein L14,binds to the 23S rRNA between the centers for peptidyl transferase and GTPase
BSU01270_rplX,20754,29608,12410,22074,16441,26935,13943,31242,21748,40537,140857,141168,+,chr,BSU01270,rplX,50S ribosomal protein L24,assembly initiator protein; binds to 5' end of 23S rRNA and nucleates assembly of the 50S; surrounds polypeptide exit tunnel
BSU01280_rplE,41929,34227,25425,25356,33953,31703,28076,32534,24705,41265,141195,141734,+,chr,BSU01280,rplE,50S ribosomal protein L5,part of 50S and 5S/L5/L18/L25 subcomplex; contacts 5S rRNA and P site tRNA; forms a bridge to the 30S subunit in the ribosome by binding to S13
BSU01290_rpsN,13038,12910,7375,9300,9712,11957,8184,12154,9234,15956,141757,141942,+,chr,BSU01290,rpsN,30S ribosomal protein S14,"located in the peptidyl transferase center and involved in assembly of 30S ribosome subunit; similar to what is observed with proteins L31 and L33, some proteins in this family contain CXXC motifs that are involved in zinc binding; if two copies are present in a genome, then the duplicated copy appears to have lost the zinc-binding motif and is instead regulated by zinc; the proteins in this group appear to contain the zinc-binding motif"
BSU01300_rpsH,31610,35471,18578,27633,23351,32824,20791,35533,27816,42709,141974,142372,+,chr,BSU01300,rpsH,30S ribosomal protein S8,binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit
BSU01310_rplF,42700,39636,26090,30028,34301,36160,28851,37557,29889,47719,142402,142941,+,chr,BSU01310,rplF,50S ribosomal protein L6,ribosomal protein L6 appears to have arisen as a result of an ancient gene duplication as based on structural comparison of the Bacillus stearothermophilus protein; RNA-binding appears to be in the C-terminal domain; mutations in the L6 gene confer resistance to aminoglycoside antibiotics such as gentamicin and these occur in truncations of the C-terminal domain; it has been localized to a region between the base of the L7/L12 stalk and the central protuberance
BSU01320_rplR,34043,22996,20763,17671,27027,21401,23054,23561,17511,27803,142974,143336,+,chr,BSU01320,rplR,50S ribosomal protein L18,binds 5S rRNA along with protein L5 and L25
BSU01330_rpsE,39908,39435,24867,29317,31497,36348,27076,36298,29407,44497,143361,143861,+,chr,BSU01330,rpsE,30S ribosomal protein S5,located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body; contacts S4 and S8; with S4 and S12 plays a role in translational accuracy; mutations in this gene result in spectinomycin resistance
BSU01340_rpmD,12076,15892,7027,11675,8881,14516,7989,15093,11014,17916,143875,144054,+,chr,BSU01340,rpmD,50S ribosomal protein L30,L30 binds domain II of the 23S rRNA and the 5S rRNA; similar to eukaryotic protein L7
BSU01350_rplO,40979,46292,25346,34934,32307,42668,27348,42597,33715,52112,144085,144525,+,chr,BSU01350,rplO,50S ribosomal protein L15,late assembly protein
BSU01360_secY,113061,92786,68971,70316,84405,87401,73259,84304,72180,103547,144527,145822,+,chr,BSU01360,secY,preprotein translocase subunit SecY,forms heterotrimeric complex in the membrane; in bacteria the complex consists of SecY which forms the channel pore and SecE and SecG; the SecG subunit is not essential; in bacteria translocation is driven via the SecA ATPase
BSU01370_adk,47088,63659,28216,48422,34372,58464,29402,60863,47379,75501,145877,146530,+,chr,BSU01370,adk,adenylate kinase,essential enzyme that recycles AMP in active cells; converts ATP and AMP to two molecules of ADP
BSU01380_mapA,62303,66883,37814,47808,46834,60880,40210,63324,50532,76415,146527,147273,+,chr,BSU01380,mapA,methionine aminopeptidase,"catalyzes the removal of N-terminal amino acids from peptides and arylamides; generally Co(II) however activity has been shown for some methionine aminopeptidases with Zn, Fe, or Mn"
BSU01389_ybzG,16082,20841,9217,15345,11529,18532,9934,19901,15651,24733,147312,147536,+,chr,BSU01389,ybzG,ribosomal protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 17157877; Product type pf :  factor"
BSU01390_infA,16104,18116,10080,13342,12600,16083,10697,18123,14302,21783,147585,147803,+,chr,BSU01390,infA,translation initiation factor IF-1,"stimulates the activities of the other two initiation factors, IF-2 and IF-3"
BSU01400_rpmJ,7065,20057,4194,13842,4967,17018,4466,17902,13553,21819,147837,147950,+,chr,BSU01400,rpmJ,50S ribosomal protein L36,smallest protein in the large subunit; similar to what is found with protein L31 and L33 several bacterial genomes contain paralogs which may be regulated by zinc; the protein from Thermus thermophilus has a zinc-binding motif and contains a bound zinc ion; the proteins in this group have the motif
BSU01410_rpsM,32224,31223,20331,23569,23938,28296,20943,30474,24746,34918,147973,148338,+,chr,BSU01410,rpsM,30S ribosomal protein S13,"located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA; makes contact with the large subunit via RNA-protein interactions and via protein-protein interactions with L5; contacts P-site tRNA"
BSU01420_rpsK,41693,26717,26384,19540,31722,24091,28838,22999,19336,26976,148359,148754,+,chr,BSU01420,rpsK,30S ribosomal protein S11,"located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA; forms part of the Shine-Dalgarno cleft in the 70S ribosome; interacts with S7 and S18 and IF-3"
BSU01430_rpoA,93130,148362,57488,107861,68194,130974,60508,139142,117627,156835,148931,149875,+,chr,BSU01430,rpoA,DNA-directed RNA polymerase subunit alpha,catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Dimerization of the alpha subunit is the first step in the sequential assembly of subunits to form the holoenzyme
BSU01440_rplQ,21999,20984,14935,15203,18478,20463,15704,22134,20170,23406,149953,150315,+,chr,BSU01440,rplQ,50S ribosomal protein L17,is a component of the macrolide binding site in the peptidyl transferase center
BSU01450_cbiO,2116,2272,1448,1571,1919,2283,1572,2155,1693,2709,150443,151288,+,chr,BSU01450,cbiO,cobalt transporter ATP-binding subunit,with CbiNQ forms the ABC transporter for cobalt import; Bacillus spp. have two adjacent copies of this gene
BSU01460_cbiO,2773,3423,1665,2266,2560,3565,1957,2859,2595,3829,151303,152133,+,chr,BSU01460,cbiO,cobalt transporter ATP-binding subunit,with CbiNQ forms the ABC transporter for cobalt import; Bacillus spp. have two adjacent copies of this gene
BSU01470_ybaF,2931,2874,1878,1865,2730,2891,2031,2552,2230,3129,152130,152927,+,chr,BSU01470,ybaF,permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
BSU01480_truA,9240,11619,4792,5768,7195,10953,5780,8930,10938,12338,152937,153680,+,chr,BSU01480,truA,tRNA pseudouridine synthase A,"mediates pseudouridylation (positions 38, 39, 40) at the tRNA anticodon region which contributes to the structural stability"
BSU01490_rplM,51473,47382,30644,33537,36463,45171,32617,44059,44425,48046,153842,154279,+,chr,BSU01490,rplM,50S ribosomal protein L13,in Escherichia coli this protein is one of the earliest assembly proteins in the large subunit
BSU01500_rpsI,22434,12210,15453,8797,16991,12960,15517,12293,13528,13392,154300,154692,+,chr,BSU01500,rpsI,30S ribosomal protein S9,forms a direct contact with the tRNA during translation
BSU01510_ybaJ,1476,2855,980,2110,835,2400,828,2507,2571,2403,155156,155923,+,chr,BSU01510,ybaJ,methyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU01520_ybaK,28,38,21,24,26,43,32,33,33,42,156109,156552,+,chr,BSU01520,ybaK,alkylated deoxynucleotide triphosphohydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 14679227, 16267290; Product type pe: enzyme"
BSU01530_cwlD,46,73,49,60,56,84,50,82,93,71,156612,157325,+,chr,BSU01530,cwlD,N-acetylmuramoyl-L-alanine amidase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14679227, 16267290; Product type e: enzyme"
BSU01540_salA,3909,6822,3635,5340,2886,5934,2818,8025,6227,6378,157421,158479,+,chr,BSU01540,salA,Mrp family regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11790741, 15126467; Product type r: regulator"
BSU01550_gerD,355,328,343,301,287,297,257,296,241,291,158515,159072,-,chr,BSU01550,gerD,lipoprotein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 17122337, 10618233, 10376819; Product type f: factor"
BSU01560_kbaA,307,361,281,318,275,357,209,500,278,370,159182,159778,+,chr,BSU01560,kbaA,hypothetical protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15849754, 16850406, 8576055; Product type r: regulator"
BSU01570_ybaN,170,133,163,143,153,136,128,125,85,104,159779,160543,-,chr,BSU01570,ybaN,polysaccharide deacetylase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12662922, 15547282; Product type ph: phenotype"
BSU01580_ybaR,2538,1822,2195,1527,2485,1974,2048,1989,1561,1908,177083,178519,+,chr,BSU01580,ybaR,permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type m: membrane component"
